code,division,division_name,level,title,includes,may_include,alternate_terms,see,see_also,notes,discussion,parent_code,related_codes,chunk_text
32 33 00,32,EXTERIOR IMPROVEMENTS,2,Site Furnishings,furniture and fixtures for exterior applications.,,,12 60 00 for multiple seating. 12 68 00 for interior seat and table assemblies. 12 92 00 for interior planters and artificial plants. 32 90 00 for planting. 32 93 00 for live plants. 32 94 33 for planters.,32 94 33 for manufactured planters.,,,32 00 00,"['12 60 00', '12 68 00', '12 92 00', '32 90 00', '32 93 00', '32 94 33']",32 33 00 — Site Furnishings Includes: furniture and fixtures for exterior applications.
32 33 13,32,EXTERIOR IMPROVEMENTS,3,Site Bicycle Racks,,,,,,,,32 33 00,[],32 33 13 — Site Bicycle Racks
32 33 14,32,EXTERIOR IMPROVEMENTS,3,Site Bicycle Lockers,,,,,,,,32 33 00,[],32 33 14 — Site Bicycle Lockers
32 33 15,32,EXTERIOR IMPROVEMENTS,3,Site Bicycle Shelters,,,,,,,,32 33 00,[],32 33 15 — Site Bicycle Shelters
32 33 23,32,EXTERIOR IMPROVEMENTS,3,Site Trash and Litter Receptacles,,,,,,,,32 33 00,[],32 33 23 — Site Trash and Litter Receptacles
32 33 33,32,EXTERIOR IMPROVEMENTS,3,Site Manufactured Planters,,,,,,,,32 33 00,[],32 33 33 — Site Manufactured Planters
32 33 43,32,EXTERIOR IMPROVEMENTS,3,Site Seating and Tables,,,,,,,,32 33 00,[],32 33 43 — Site Seating and Tables
32 33 43.13,32,EXTERIOR IMPROVEMENTS,4,Site Seating,,,,,,,,32 33 43,[],32 33 43.13 — Site Seating
32 33 43.53,32,EXTERIOR IMPROVEMENTS,4,Site Tables,,,,,,,,32 33 43,[],32 33 43.53 — Site Tables
32 34 00,32,EXTERIOR IMPROVEMENTS,2,Fabricated Bridges,fabricated bridges for foot and vehicular traffic.,,,05 12 33 for structural steel for bridges. 05 16 33 for bridge cabling. 34 81 00 for bridge machinery. 34 82 00 for bridge specialties.,,,,32 00 00,"['05 12 33', '05 16 33', '34 81 00', '34 82 00']",32 34 00 — Fabricated Bridges Includes: fabricated bridges for foot and vehicular traffic.
32 34 13,32,EXTERIOR IMPROVEMENTS,3,Fabricated Pedestrian Bridges,,,,,,,,32 34 00,[],32 34 13 — Fabricated Pedestrian Bridges
32 34 23,32,EXTERIOR IMPROVEMENTS,3,Fabricated Roadway Bridges,,,,,,,,32 34 00,[],32 34 23 — Fabricated Roadway Bridges
32 34 33,32,EXTERIOR IMPROVEMENTS,3,Fabricated Railway Bridges,,,,,,,,32 34 00,[],32 34 33 — Fabricated Railway Bridges
32 35 00,32,EXTERIOR IMPROVEMENTS,2,Screening Devices,"self-supporting walls for noise control, safety, protection, and privacy.",,sound barriers: highway sound barriers.,06 49 19 for wood screens and exterior wood shutters. 10 71 13 for exterior sun control devices. 10 82 13 for exterior grilles and screens. 34 73 19 for jet blast barriers.,,,,32 00 00,"['06 49 19', '10 71 13', '10 82 13', '34 73 19']","32 35 00 — Screening Devices Includes: self-supporting walls for noise control, safety, protection, and privacy. Also known as: sound barriers: highway sound barriers."
32 35 13,32,EXTERIOR IMPROVEMENTS,3,Screens and Louvers,,,,,,,,32 35 00,[],32 35 13 — Screens and Louvers
32 35 16,32,EXTERIOR IMPROVEMENTS,3,Sound Barriers,,,,,,,,32 35 00,[],32 35 16 — Sound Barriers
32 35 23,32,EXTERIOR IMPROVEMENTS,3,Fire Barriers,,,,,,,,32 35 00,[],32 35 23 — Fire Barriers
32 35 26,32,EXTERIOR IMPROVEMENTS,3,Blast Barriers,,,,,,,,32 35 00,[],32 35 26 — Blast Barriers
32 39 00,32,EXTERIOR IMPROVEMENTS,2,Manufactured Site Specialties,,,,,,,,32 00 00,[],32 39 00 — Manufactured Site Specialties
32 39 13,32,EXTERIOR IMPROVEMENTS,3,Manufactured Metal Bollards,,,,,,,,32 39 00,[],32 39 13 — Manufactured Metal Bollards
32 39 13.11,32,EXTERIOR IMPROVEMENTS,4,Manufactured Metal Security Bollards,,,,,,,,32 39 13,[],32 39 13.11 — Manufactured Metal Security Bollards
32 39 16,32,EXTERIOR IMPROVEMENTS,3,Manufactured Fire Pits,,,,,,,,32 39 00,[],32 39 16 — Manufactured Fire Pits
32 39 33,32,EXTERIOR IMPROVEMENTS,3,Artificial Rock Fabrications,,,,,,,,32 39 00,[],32 39 33 — Artificial Rock Fabrications
32 70 00,32,EXTERIOR IMPROVEMENTS,2,Wetlands,construction and restoration of excavated basins with purposely placed wetland vegetation to enhance pollutant removal from stormwater runoff.,,,02 50 00 for site remediation. 22 14 00 for facility storm drainage. 31 20 00 for earth moving. 33 40 00 for storm drainage utilities.,,,,32 00 00,"['02 50 00', '22 14 00', '31 20 00', '33 40 00']",32 70 00 — Wetlands Includes: construction and restoration of excavated basins with purposely placed wetland vegetation to enhance pollutant removal from stormwater runoff.
32 71 00,32,EXTERIOR IMPROVEMENTS,2,Constructed Wetlands,,,,,,,,32 00 00,[],32 71 00 — Constructed Wetlands
32 72 00,32,EXTERIOR IMPROVEMENTS,2,Wetlands Restoration,,,,,,,,32 00 00,[],32 72 00 — Wetlands Restoration
32 80 00,32,EXTERIOR IMPROVEMENTS,2,Irrigation,"pipe underground or surface systems with equipment, piping, sprinkler heads, valves, and controls.",,,11 92 00 for agricultural equipment. 11 93 00 for horticultural equipment. 13 34 13 for greenhouses. 22 11 00 for facility water distribution. 32 90 00 for planting. 33 14 00 for water utility transmission and distribution.,,,,32 00 00,"['11 92 00', '11 93 00', '13 34 13', '22 11 00', '32 90 00', '33 14 00']","32 80 00 — Irrigation Includes: pipe underground or surface systems with equipment, piping, sprinkler heads, valves, and controls."
32 81 00,32,EXTERIOR IMPROVEMENTS,2,Irrigation Components,,,,,,,,32 00 00,[],32 81 00 — Irrigation Components
32 81 13,32,EXTERIOR IMPROVEMENTS,3,Irrigation Intake Screens,,,,,,,,32 81 00,[],32 81 13 — Irrigation Intake Screens
32 82 00,32,EXTERIOR IMPROVEMENTS,2,Irrigation Pumps,,,,,,,,32 00 00,[],32 82 00 — Irrigation Pumps
32 84 00,32,EXTERIOR IMPROVEMENTS,2,Planting Irrigation,,,,,,,,32 00 00,[],32 84 00 — Planting Irrigation
32 84 13,32,EXTERIOR IMPROVEMENTS,3,Drip Irrigation,,,,,,,,32 84 00,[],32 84 13 — Drip Irrigation
32 84 23,32,EXTERIOR IMPROVEMENTS,3,Underground Sprinklers,,,,,,,,32 84 00,[],32 84 23 — Underground Sprinklers
32 86 00,32,EXTERIOR IMPROVEMENTS,2,Agricultural Irrigation,,,,,,,,32 00 00,[],32 86 00 — Agricultural Irrigation
32 90 00,32,EXTERIOR IMPROVEMENTS,2,Planting,"planting and transplanting of trees, shrubs, vines, and other herbaceous plants; temporary storage, layout, bed preparation, preparation of pits, pruning, planting, fertilizing, and backfilling, wrapping, staking and guying, protection, edging, and maintenance of new plantings when part of construction or landscaping contract.",,,01 56 39 for temporary tree and plant protection. 31 13 00 for selective tree and shrub removal and trimming. 31 14 13 for topsoil stripping and stockpiling. 31 22 19 for finish grading. 32 01 90 for maintenance for existing planting. 32 84 00 for planting irrigation.,,,,32 00 00,"['01 56 39', '31 13 00', '31 14 13', '31 22 19', '32 01 90', '32 84 00']","32 90 00 — Planting Includes: planting and transplanting of trees, shrubs, vines, and other herbaceous plants; temporary storage, layout, bed preparation, preparation of pits, pruning, planting, fertilizing, and backfilling, wrapping, staking and guying, protection, edging, and maintenance of new plantings when part of construction or landscaping contract."
32 91 00,32,EXTERIOR IMPROVEMENTS,2,Planting Preparation,"tillage and plant bed preparation, protection, and stabilization. Usually Includes: netting, blankets, and stabilizer mats for stabilizing soil and establishing plants.",,,31 14 13 for topsoil stripping and stockpiling. 31 22 19 for finish grading. 31 31 19 for vegetation control. 31 32 13 for soil mixing stabilization. 32 01 90 for fertilizing and amending soils for maintenance.,,,,32 00 00,"['31 14 13', '31 22 19', '31 31 19', '31 32 13', '32 01 90']","32 91 00 — Planting Preparation Includes: tillage and plant bed preparation, protection, and stabilization. Usually Includes: netting, blankets, and stabilizer mats for stabilizing soil and establishing plants."
32 91 13,32,EXTERIOR IMPROVEMENTS,3,Soil Preparation,,,,,,,,32 91 00,[],32 91 13 — Soil Preparation
32 91 13.13,32,EXTERIOR IMPROVEMENTS,4,Hydro-Punching,,,,,,,,32 91 13,[],32 91 13.13 — Hydro-Punching
32 91 13.16,32,EXTERIOR IMPROVEMENTS,4,Mulching,,,,,,,,32 91 13,[],32 91 13.16 — Mulching
32 91 13.19,32,EXTERIOR IMPROVEMENTS,4,Planting Soil Mixing,,,,,,,,32 91 13,[],32 91 13.19 — Planting Soil Mixing
32 91 13.23,32,EXTERIOR IMPROVEMENTS,4,Structural Soil Mixing,,,,,,,,32 91 13,[],32 91 13.23 — Structural Soil Mixing
32 91 13.26,32,EXTERIOR IMPROVEMENTS,4,Planting Beds,,,,,,,,32 91 13,[],32 91 13.26 — Planting Beds
32 91 16,32,EXTERIOR IMPROVEMENTS,3,Planting Soil Stabilization,,,,,,,,32 91 00,[],32 91 16 — Planting Soil Stabilization
32 91 16.13,32,EXTERIOR IMPROVEMENTS,4,Blanket Planting Soil Stabilization,,,,,,,,32 91 16,[],32 91 16.13 — Blanket Planting Soil Stabilization
32 91 16.16,32,EXTERIOR IMPROVEMENTS,4,Mat Planting Soil Stabilization,,,,,,,,32 91 16,[],32 91 16.16 — Mat Planting Soil Stabilization
32 91 16.19,32,EXTERIOR IMPROVEMENTS,4,Netting Planting Soil Stabilization,,,,,,,,32 91 16,[],32 91 16.19 — Netting Planting Soil Stabilization
32 91 19,32,EXTERIOR IMPROVEMENTS,3,Landscape Grading,,,,,,,,32 91 00,[],32 91 19 — Landscape Grading
32 91 19.13,32,EXTERIOR IMPROVEMENTS,4,Topsoil Placement and Grading,,,,,,,,32 91 19,[],32 91 19.13 — Topsoil Placement and Grading
32 92 00,32,EXTERIOR IMPROVEMENTS,2,Turf and Grasses,"application of seed, sod, or plants, fertilizer, lime, and mulch, and maintenance until acceptance.","soil preparation and finish grading with topsoil, and planting accessories.",,31 25 00 for erosion and sedimentation control. 32 14 43 for porous unit paving.,31 22 19 for finish grading. 32 91 00 for planting preparation. 32 94 00 for planting accessories.,,,32 00 00,"['31 22 19', '31 25 00', '32 14 43', '32 91 00', '32 94 00']","32 92 00 — Turf and Grasses Includes: application of seed, sod, or plants, fertilizer, lime, and mulch, and maintenance until acceptance. May include: soil preparation and finish grading with topsoil, and planting accessories."
32 92 13,32,EXTERIOR IMPROVEMENTS,3,Hydro-Mulching,,,,,,,,32 92 00,[],32 92 13 — Hydro-Mulching
32 92 16,32,EXTERIOR IMPROVEMENTS,3,Plugging,,,,,,,,32 92 00,[],32 92 16 — Plugging
32 92 19,32,EXTERIOR IMPROVEMENTS,3,Seeding,,,,,,,,32 92 00,[],32 92 19 — Seeding
32 92 19.13,32,EXTERIOR IMPROVEMENTS,4,Mechanical Seeding,,,,,,,,32 92 19,[],32 92 19.13 — Mechanical Seeding
32 92 19.16,32,EXTERIOR IMPROVEMENTS,4,Hydraulic Seeding,,,,,,,,32 92 19,[],32 92 19.16 — Hydraulic Seeding
32 92 23,32,EXTERIOR IMPROVEMENTS,3,Sodding,,,,,,,,32 92 00,[],32 92 23 — Sodding
32 92 26,32,EXTERIOR IMPROVEMENTS,3,Sprigging,,,,,,,,32 92 00,[],32 92 26 — Sprigging
32 92 26.13,32,EXTERIOR IMPROVEMENTS,4,Stolonizing,,,,,,,,32 92 26,[],32 92 26.13 — Stolonizing
32 93 00,32,EXTERIOR IMPROVEMENTS,2,Plants,"planting pits, pruning, planting, supplements, backfilling, wrapping, staking, and guying, protection, and maintenance of new plantings as part of construction or landscaping contract.","soil preparation and finish grading with topsoil, and planting accessories.",,12 92 33 for interior planters. 31 13 00 for selective tree and shrub removal and trimming. 32 01 90 for pruning for maintenance of shrubs and trees. 32 14 43 for porous unit paving. 32 96 00 for transplanting.,31 22 19 for finish grading. 32 91 00 for planting preparation. 32 94 00 for planting accessories.,,,32 00 00,"['12 92 33', '31 13 00', '31 22 19', '32 01 90', '32 14 43', '32 91 00', '32 94 00', '32 96 00']","32 93 00 — Plants Includes: planting pits, pruning, planting, supplements, backfilling, wrapping, staking, and guying, protection, and maintenance of new plantings as part of construction or landscaping contract. May include: soil preparation and finish grading with topsoil, and planting accessories."
32 93 13,32,EXTERIOR IMPROVEMENTS,3,Ground Covers,,,,,,,,32 93 00,[],32 93 13 — Ground Covers
32 93 23,32,EXTERIOR IMPROVEMENTS,3,Plants and Bulbs,,,,,,,,32 93 00,[],32 93 23 — Plants and Bulbs
32 93 33,32,EXTERIOR IMPROVEMENTS,3,Shrubs,,,,,,,,32 93 00,[],32 93 33 — Shrubs
32 93 43,32,EXTERIOR IMPROVEMENTS,3,Trees,,,,,,,,32 93 00,[],32 93 43 — Trees
32 93 93,32,EXTERIOR IMPROVEMENTS,3,Exterior Artificial Plants,,,,,,,,32 93 00,[],32 93 93 — Exterior Artificial Plants
32 94 00,32,EXTERIOR IMPROVEMENTS,2,Planting Accessories,"accessories to separate, house, and protect plants.","interior planters, manufactured planters.",,13 34 13 for greenhouses. 32 14 43 for porous unit paving.,12 92 33 for interior planters.,,,32 00 00,"['12 92 33', '13 34 13', '32 14 43']","32 94 00 — Planting Accessories Includes: accessories to separate, house, and protect plants. May include: interior planters, manufactured planters."
32 94 13,32,EXTERIOR IMPROVEMENTS,3,Landscape Edging,,,,,,,,32 94 00,[],32 94 13 — Landscape Edging
32 94 16,32,EXTERIOR IMPROVEMENTS,3,Landscape Timbers,,,,,,,,32 94 00,[],32 94 16 — Landscape Timbers
32 94 19,32,EXTERIOR IMPROVEMENTS,3,Landscape Surfacing,,,,,,,,32 94 00,[],32 94 19 — Landscape Surfacing
32 94 33,32,EXTERIOR IMPROVEMENTS,3,Planters,,,,,,,,32 94 00,[],32 94 33 — Planters
32 94 43,32,EXTERIOR IMPROVEMENTS,3,Tree Grates,,,,,,,,32 94 00,[],32 94 43 — Tree Grates
32 94 46,32,EXTERIOR IMPROVEMENTS,3,Tree Grids,,,,,,,,32 94 00,[],32 94 46 — Tree Grids
32 95 00,32,EXTERIOR IMPROVEMENTS,2,Exterior Planting Support Structures,"trellis, treillage, green wall, arbor, and climbing support netting.",,,,,,,32 00 00,[],"32 95 00 — Exterior Planting Support Structures Includes: trellis, treillage, green wall, arbor, and climbing support netting."
32 96 00,32,EXTERIOR IMPROVEMENTS,2,Transplanting,"relocation of plant material. Application of antidesiccant and antitranspirant, excavation, replanting, pruning, watering, and maintenance of transplanted shrubs and trees.",,transplanting: replanting.,31 13 00 for selective tree and shrub removal and trimming. 32 93 00 for plants.,,,,32 00 00,"['31 13 00', '32 93 00']","32 96 00 — Transplanting Includes: relocation of plant material. Application of antidesiccant and antitranspirant, excavation, replanting, pruning, watering, and maintenance of transplanted shrubs and trees. Also known as: transplanting: replanting."
32 96 13,32,EXTERIOR IMPROVEMENTS,3,Ground Cover Transplanting,,,,,,,,32 96 00,[],32 96 13 — Ground Cover Transplanting
32 96 23,32,EXTERIOR IMPROVEMENTS,3,Plant and Bulb Transplanting,,,,,,,,32 96 00,[],32 96 23 — Plant and Bulb Transplanting
32 96 33,32,EXTERIOR IMPROVEMENTS,3,Shrub Transplanting,,,,,,,,32 96 00,[],32 96 33 — Shrub Transplanting
32 96 43,32,EXTERIOR IMPROVEMENTS,3,Tree Transplanting,,,,,,,,32 96 00,[],32 96 43 — Tree Transplanting
33 00 00,33,UTILITIES,1,Utilities,,,,02 41 13 for selective demolition of existing utilities. 03 30 00 for cast-in-place concrete. 09 90 00 for field painting. 31 23 33 for trenching and backfilling. 40 60 00 and 40 70 00 for process instrumentation and controls. 43 20 00 for process liquid pumps in specially constructed (non-packaged) pumping stations. 43 40 00 for fabricated process storage tanks at a facility.,,May be used as Division level Section title.,,,"['02 41 13', '03 30 00', '09 90 00', '31 23 33', '40 60 00', '40 70 00', '43 20 00', '43 40 00']",33 00 00 — Utilities Note: May be used as Division level Section title.
33 01 00,33,UTILITIES,2,Operation and Maintenance of Utilities,"maintenance, repair, rehabilitation, replacement, restoration, preservation, etc. of utilities. Level 4 Numbering Recommendation: Level 4 titles for utilities are provided as examples for user's creation of more detailed titles for other subjects as required. Following Level 4 numbering is recommended: .51-.59 for maintenance. .61-.69 for repair. .71-.79 for rehabilitation. .81-.89 for replacement. .91-.99 for restoration.",,,09 97 00 for surface preparation and painting of existing water storage tanks.,,,,33 00 00,['09 97 00'],"33 01 00 — Operation and Maintenance of Utilities Includes: maintenance, repair, rehabilitation, replacement, restoration, preservation, etc. of utilities. Level 4 Numbering Recommendation: Level 4 titles for utilities are provided as examples for user's creation of more detailed titles for other subjects as required. Following Level 4 numbering is recommended: .51-.59 for maintenance. .61-.69 for repair. .71-.79 for rehabilitation. .81-.89 for replacement. .91-.99 for restoration."
33 01 10,33,UTILITIES,3,Operation and Maintenance of Water Utilities,,,,,,,,33 01 00,[],33 01 10 — Operation and Maintenance of Water Utilities
33 01 10.51,33,UTILITIES,4,Water Utility Intake Cleaning and Maintenance,"cleaning of water intake structures and intake conduits, including removal of sediment and aquatic organisms.",,,,,,,33 01 10,[],"33 01 10.51 — Water Utility Intake Cleaning and Maintenance Includes: cleaning of water intake structures and intake conduits, including removal of sediment and aquatic organisms."
33 01 10.52,33,UTILITIES,4,Reservoir Maintenance,,,,,,,,33 01 10,[],33 01 10.52 — Reservoir Maintenance
33 01 10.53,33,UTILITIES,4,Flushing of Water Utility Piping,,,,,,,,33 01 10,[],33 01 10.53 — Flushing of Water Utility Piping
33 01 10.54,33,UTILITIES,4,Cleaning of Water Utility Piping,cleaning of transmission and distribution system piping by methods other than flushing. Includes dewatering and removal of sediment and other matter.,,,,,,,33 01 10,[],33 01 10.54 — Cleaning of Water Utility Piping Includes: cleaning of transmission and distribution system piping by methods other than flushing. Includes dewatering and removal of sediment and other matter.
33 01 10.56,33,UTILITIES,4,Cleaning of Water Utility Storage Tanks,,,,,,,,33 01 10,[],33 01 10.56 — Cleaning of Water Utility Storage Tanks
33 01 10.57,33,UTILITIES,4,Disinfection of Water Supply Wells,,,,,,,,33 01 10,[],33 01 10.57 — Disinfection of Water Supply Wells
33 01 10.58,33,UTILITIES,4,Disinfection of Water Utility Piping Systems,,,,,,,,33 01 10,[],33 01 10.58 — Disinfection of Water Utility Piping Systems
33 01 10.59,33,UTILITIES,4,Disinfection of Water Utility Storage Tanks,,,,,,,,33 01 10,[],33 01 10.59 — Disinfection of Water Utility Storage Tanks
33 01 10.81,33,UTILITIES,4,Water Supply Well Abandonment,,,,,,,,33 01 10,[],33 01 10.81 — Water Supply Well Abandonment
33 01 10.91,33,UTILITIES,4,Rehabilitation of Water Supply Wells,,,,,,,,33 01 10,[],33 01 10.91 — Rehabilitation of Water Supply Wells
33 01 10.92,33,UTILITIES,4,Redevelopment of Water Supply Wells,,,,,,,,33 01 10,[],33 01 10.92 — Redevelopment of Water Supply Wells
33 01 12,33,UTILITIES,3,Inspection and Testing of Water Utilities,,,,,,,,33 01 00,[],33 01 12 — Inspection and Testing of Water Utilities
33 01 12.11,33,UTILITIES,4,Leakage Detection,,,,,,,,33 01 12,[],33 01 12.11 — Leakage Detection
33 01 12.13,33,UTILITIES,4,Electrical Continuity Testing,,,,,,,,33 01 12,[],33 01 12.13 — Electrical Continuity Testing
33 01 30,33,UTILITIES,3,Operation and Maintenance of Sewer Utilities,,,,,,,,33 01 00,[],33 01 30 — Operation and Maintenance of Sewer Utilities
33 01 30.11,33,UTILITIES,4,Television Inspection of Sewers,,,,,,,,33 01 30,[],33 01 30.11 — Television Inspection of Sewers
33 01 30.13,33,UTILITIES,4,Dye Testing of Sewers,,,,,,,,33 01 30,[],33 01 30.13 — Dye Testing of Sewers
33 01 30.16,33,UTILITIES,4,Smoke Testing,,,,,,,,33 01 30,[],33 01 30.16 — Smoke Testing
33 01 30.23,33,UTILITIES,4,Pipe Bursting,,,,,,,,33 01 30,[],33 01 30.23 — Pipe Bursting
33 01 30.41,33,UTILITIES,4,Cleaning of Sewers,,,,,,,,33 01 30,[],33 01 30.41 — Cleaning of Sewers
33 01 30.42,33,UTILITIES,4,Cleaning of Manholes,,,,,,,,33 01 30,[],33 01 30.42 — Cleaning of Manholes
33 01 30.43,33,UTILITIES,4,Removal of Protruding Service Connection,,,,,,,,33 01 30,[],33 01 30.43 — Removal of Protruding Service Connection
33 01 30.44,33,UTILITIES,4,Chemical Treatment of Roots in Sewer Lines,,,,,,,,33 01 30,[],33 01 30.44 — Chemical Treatment of Roots in Sewer Lines
33 01 30.61,33,UTILITIES,4,Packer Injection Grouting,,,,,,,,33 01 30,[],33 01 30.61 — Packer Injection Grouting
33 01 30.72,33,UTILITIES,4,Cured-in-Place Pipe Lining,"cured-in-place lining by water, steam, and ultraviolet inversion methods.",,,,,,,33 01 30,[],"33 01 30.72 — Cured-in-Place Pipe Lining Includes: cured-in-place lining by water, steam, and ultraviolet inversion methods."
33 01 30.73,33,UTILITIES,4,Cured-in-Place Point Repair,,,,,,,,33 01 30,[],33 01 30.73 — Cured-in-Place Point Repair
33 01 30.74,33,UTILITIES,4,Cured-in-Place Lateral Lining,,,,,,,,33 01 30,[],33 01 30.74 — Cured-in-Place Lateral Lining
33 01 30.77,33,UTILITIES,4,Cured-in-Place Lateral Shortliners,,,,,,,,33 01 30,[],33 01 30.77 — Cured-in-Place Lateral Shortliners
33 01 30.79,33,UTILITIES,4,Fold-and-Form Pipe Lining,,,,,,,,33 01 30,[],33 01 30.79 — Fold-and-Form Pipe Lining
